name,nat,tm,age,pos,cm,kg,app,min,G,A,yel,red,spG,pa%,aerWon,moM,tac,int,fouls,offW,clear,drbP,blcks,ownG,KP,drb,fouled,cOff,disp,unsT,avgP,crosses,longB,thrB
Danny Simpson,Leicester,ie,29,D(R),178,74,30,2613,-,-,3,1,0.2,71.6,2,1,1.7,3.1,1,0.3,4.2,0.7,0.6,-,0.2,0.3,0.4,-,0.3,0.4,29,0.2,1.8,-
Jamie Vardy,Leicester,eng,29,"AM(L),FW",178,76,36,3140,24,6,5,1,3.2,65.8,2.6,3,1,0.5,1.2,-,0.2,0.5,0.1,-,1.3,1.1,0.8,0.7,0.8,1.8,17.4,0.3,0.4,-
Leonardo Ulloa,Leicester,ar,30,FW,190,80,7(22),970,6,2,-,-,1.2,70.4,1.8,-,0.9,0.2,0.7,-,0.7,0.7,-,-,0.5,0.4,0.6,0.2,1.2,1.2,13.7,-,0.2,0.1
Kasper Schmeichel,Leicester,dk,29,GK,189,84,38,3420,-,-,2,-,-,35.7,0.2,-,-,0.1,-,-,0.8,0.1,-,-,0.1,-,-,-,-,-,30.2,-,8.8,-
Andrej Kramaric,Leicester,hr,25,FW,177,73,0(2),22,-,-,-,-,0.5,72.7,-,-,0.5,-,0.5,-,-,-,-,-,0.5,0.5,-,-,-,1,5.5,-,-,-
Demarai Gray,Leicester,eng,20,AM(LR),179,66,1(11),178,-,1,-,-,0.4,78.7,0.1,-,0.3,0.5,0.3,-,0.2,0.3,0.1,-,0.5,1,0.3,-,0.3,0.3,7.4,0.3,0.3,-
Andy King,Leicester,wls,27,AM(C),183,75,9(16),1050,2,1,2,-,0.8,77.9,0.7,-,1.1,1.2,0.3,-,1,0.5,0.2,-,0.4,0.3,0.3,-,0.2,0.5,19,0.1,1.1,-
Jeffrey Schlupp,Leicester,gh,23,"D(L),M(L)",178,72,14(10),1385,1,2,4,-,1.1,73.1,1.1,-,1.9,1.3,0.6,0.1,0.9,0.6,-,-,0.7,1.7,0.9,-,0.8,1,19.2,0.4,1.6,-
Marcin Wasilewski,Leicester,pl,36,D(CR),186,88,3(1),302,-,-,2,-,0.3,76.7,2,-,2.5,2.3,1,1,4.3,1.3,1.3,-,-,-,-,-,-,-,18.3,-,1,-
Daniel Amartey,Leicester,gh,21,DMC,182,76,1(4),102,-,-,-,-,0.2,81.8,0.4,-,0.2,0.4,-,0.2,0.4,0.2,-,-,0.2,0.2,-,-,0.2,0.2,13.2,-,0.6,-
Christian Fuchs,Leicester,at,30,"D(L),M(L)",186,86,30(2),2710,-,4,4,-,0.6,72.4,1.5,4,3.1,3.1,1,0.3,3.8,1.7,0.3,-,1.4,0.2,0.4,-,0.3,0.7,36.9,1.1,2.8,-
Daniel Drinkwater,Leicester,eng,26,DMC,178,70,35,3039,2,7,3,1,1.2,77.6,0.8,1,3,1.6,1.5,-,1.9,1.5,0.5,-,1.3,0.9,0.7,-,1.1,0.7,56.7,0.3,3.9,0.3
Riyad Mahrez,Leicester,dz,25,AM(CLR),179,61,36(1),3058,17,11,1,-,2.3,73.6,0.9,10,1.4,1,0.5,-,0.4,1.9,0.1,-,1.8,3.5,2.2,0.1,2.4,2.1,27.9,0.9,1.4,0.4
Gökhan Inler,Leicester,ch,32,DMC,183,79,3(2),195,-,-,-,-,0.4,79,1,-,2,2,0.6,-,-,0.6,0.2,-,0.2,0.2,0.8,-,1,0.4,24.8,-,2.2,-
Robert Huth,Leicester,de,32,D(C),191,80,35,3150,3,-,8,-,0.8,71.6,3.3,1,1.2,2.2,1,0.5,7.4,0.3,1,-,0.1,0.1,0.5,0.1,0.1,0.2,23.1,-,1,-
Ruben Loftus-Cheek,Chelsea,eng,20,M(C),191,83,4(9),408,1,-,-,-,0.9,87.7,0.5,-,0.8,0.4,0.3,-,0.3,0.5,-,-,0.3,0.8,1.1,0.1,0.7,0.8,18.7,-,0.6,0.1
Abdul Rahman Baba,Chelsea,gh,22,D(L),179,70,11(4),1017,-,1,1,-,0.4,83.7,0.5,-,3.1,1.5,0.9,0.1,2.1,1.3,0.3,-,0.2,0.5,0.3,0.1,1,0.5,35.1,0.3,1.2,-
Bertrand Traore,Chelsea,bf,21,"AM(R),FW",177,72,4(6),374,2,1,-,-,1.7,83.1,0.4,-,0.9,0.2,0.3,-,0.3,0.6,0.1,-,0.5,0.9,0.4,0.5,0.4,1.5,13.6,-,0.1,0.3
Diego Costa,Chelsea,es,27,FW,188,85,27(1),2379,12,6,8,-,2.4,77.8,1.5,2,0.8,0.2,1.5,-,0.9,0.5,0.1,-,1.1,1.4,1.8,1.2,2.5,2.9,29.4,-,0.6,-
Juan Cuadrado,Chelsea,co,28,"M(CLR),FW",178,71,0(1),26,-,-,-,-,1,100,-,-,-,1,-,-,1,-,-,-,-,1,2,-,-,-,9,-,1,-
Falcao,Chelsea,co,30,FW,177,72,1(9),228,1,-,1,-,1.1,75,1,-,0.2,0.3,0.7,-,0.1,0.2,-,-,0.2,0.2,0.5,0.2,0.5,0.6,8.4,-,0.2,-
Tammy Abraham,Chelsea,eng,18,Forward,190,0,0(2),53,-,-,-,-,1,70,0.5,-,-,-,1,-,-,0.5,-,-,-,0.5,-,1.5,1.5,0.5,5,-,-,-
Kurt Zouma,Chelsea,fr,21,D(CR),190,92,21(2),1918,1,1,-,-,0.7,80.4,2.9,-,1.3,1.6,0.4,0.5,5.3,0.3,0.4,-,-,0.2,0.3,0.1,0.1,0.3,32,-,1.6,-
Pedro,Chelsea,es,29,AM(LR),167,62,24(5),2044,7,2,3,-,2,83.8,0.3,1,1.3,0.8,0.8,-,0.2,1,-,-,1.4,1.8,1.6,0.2,1.5,1.6,33.4,0.6,1.4,-
Gary Cahill,Chelsea,eng,30,D(C),193,86,21(2),1955,2,1,2,-,0.6,83.6,3,-,1,1.6,0.7,0.8,4.9,0.3,1.5,1,0.1,0.1,0.9,-,0.2,0.3,33.6,-,1.3,-
Oscar,Chelsea,br,25,AM(CLR),179,67,20(7),1775,3,3,4,-,1.9,81.1,0.4,2,2.3,0.5,0.7,-,0.8,1.3,0.1,-,1.1,1,1.3,0.1,1.1,1.3,38.5,0.4,2.3,-
Willian,Chelsea,br,28,AM(CLR),175,75,32(3),2751,5,6,5,-,1.7,82.4,0.1,3,1.2,0.6,0.8,-,0.1,0.8,-,-,2.3,2.4,1.9,0.1,1.4,1.4,42.9,1.5,2.9,0.1
Alexandre Pato,Chelsea,br,27,"M(LR),FW",180,72,1(1),131,1,-,-,-,2,88.9,-,-,1.5,-,1,-,0.5,0.5,-,-,-,-,1.5,1,2.5,1.5,13.5,-,0.5,-
Fikayo Tomori,Chelsea,ca,18,Defender,185,0,0(1),31,-,-,-,-,-,84.6,-,-,1,-,-,-,3,-,-,-,-,-,-,-,-,-,13,-,1,-
Cesc Fàbregas,Chelsea,es,29,"M(CL),FW",175,74,33(4),2899,5,7,5,-,1.2,84,0.6,2,2.8,0.6,1,-,0.5,2,0.2,-,1.8,0.6,1.1,0.1,0.8,0.7,76.5,0.6,5,0.4
Asmir Begovic,Chelsea,ba,29,GK,198,83,15(2),1397,-,-,-,-,-,47,0.4,-,-,-,-,-,1.1,0.1,-,-,-,-,0.2,-,-,-,19.8,-,4.8,-
Thibaut Courtois,Chelsea,be,24,GK,199,91,23,2020,-,-,1,2,-,48.2,0.3,-,-,-,0.1,-,1.1,-,-,-,-,-,-,-,-,-,22.7,-,5.8,-
Jake Clarke-Salter,Chelsea,eng,18,Defender,188,0,0(1),16,-,-,-,-,-,100,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-
Ramires,Chelsea,br,29,M(CR),180,70,7(5),608,2,-,1,-,0.8,79.6,0.8,-,1.9,1.2,1.8,-,0.7,1.7,0.1,-,0.1,0.5,1.3,0.1,1,0.5,25.8,-,1.4,-
Kenedy,Chelsea,br,20,Midfielder,182,77,4(10),552,1,-,-,-,0.9,86.2,0.4,1,1,0.9,0.4,-,0.4,0.7,-,-,0.4,1.9,0.6,0.1,0.9,1.2,20.7,0.1,0.5,-
César Azpilicueta,Chelsea,es,27,D(LR),178,75,36(1),3202,2,3,7,-,0.3,81.7,1.2,1,3.1,2.3,1.1,0.1,2.8,0.8,0.4,-,0.6,0.2,0.5,-,0.1,0.6,48.6,0.3,2.8,-
Nemanja Matic,Chelsea,rs,28,DMC,194,84,28(5),2421,2,2,4,1,1,88.1,1.1,-,2.5,2,1.2,-,1.4,1,0.3,-,0.6,1.2,0.5,0.1,1.1,0.8,48.7,0.1,2.2,-
John Terry,Chelsea,eng,35,D(C),187,90,24,1991,1,-,2,2,0.4,89.8,2,-,0.9,1.6,0.4,0.5,3.7,0.3,0.8,1,0.1,0.1,0.2,0.1,0.1,-,38.5,-,1.3,-
Matt Miazga,Chelsea,us,21,D(C),191,84,2,136,-,-,1,-,-,80,3.5,-,1.5,1,0.5,-,4.5,0.5,-,-,-,-,1,0.5,-,-,45,-,1.5,-
John Obi Mikel,Chelsea,ng,29,DMC,188,83,19(6),1784,-,1,6,-,0.3,89.5,0.7,-,2.1,1.3,1.3,0.1,1.4,1.3,0.3,-,0.2,0.8,0.4,-,0.5,0.4,49.7,-,1.9,-
Loïc Remy,Chelsea,fr,29,"M(LR),FW",185,80,3(10),285,1,-,-,-,1,84.2,0.5,-,-,0.1,0.1,-,0.3,-,-,-,0.3,0.5,0.5,0.4,0.5,0.8,7.8,-,0.2,-
Eden Hazard,Chelsea,be,25,M(CLR),173,74,25(6),2192,4,3,2,-,1.2,86,0.4,5,0.7,0.4,0.5,-,0.1,0.5,-,-,2.1,2.9,2.3,0.3,1.5,1.7,45.7,0.3,2.4,0.1
Branislav Ivanovic,Chelsea,rs,32,D(CR),185,91,33,2918,2,2,5,-,0.8,82.9,2.4,1,2,1.8,1,0.4,2.6,0.9,0.5,-,0.4,0.3,0.7,-,0.3,0.4,39.4,0.3,2.2,-
Jan Kirchhoff,Sunderland,de,25,"D(C),DMC",195,90,14(1),1084,-,-,-,-,0.5,69.8,2.2,1,3.5,2.1,1.3,0.1,3.5,2.1,0.2,-,0.7,0.7,1.1,-,0.8,1.3,36.6,0.1,2.5,-
Wes Brown,Sunderland,eng,36,D(C),185,77,6,540,-,-,1,-,-,77.2,2.3,-,0.7,1,0.8,0.8,10.8,0.8,0.3,-,-,0.5,1.2,-,-,0.2,32.2,-,2.2,-
Lee Cattermole,Sunderland,eng,28,M(C),178,76,27(4),2217,-,-,8,-,0.4,75.7,0.8,-,1.8,1.7,1.3,-,1,1.6,0.6,-,0.7,0.4,0.5,-,0.8,0.4,30,0.1,2.1,0.2
Jack Rodwell,Sunderland,eng,25,M(C),188,80,9(13),1159,1,-,5,-,1.1,75.6,1.1,-,1.1,0.6,0.8,-,0.8,0.5,0.3,-,0.6,0.3,0.3,0.1,0.5,0.3,20.3,-,0.8,-
John O'Shea,Sunderland,ie,35,D(C),191,75,23(5),2008,-,-,2,-,0.3,74.1,1.8,-,1.1,1.4,0.7,0.2,6.5,0.3,0.4,-,-,-,0.5,-,0.1,0.1,21.1,-,1.6,-
Patrick van Aanholt,Sunderland,nl,26,"D(L),M(L)",177,74,33,2970,4,3,2,-,1.4,77.4,0.4,1,2.6,1.9,0.5,0.1,3.1,1.2,0.3,-,0.9,1.4,0.4,0.1,0.8,0.8,32.4,0.4,1.4,-
Billy Jones,Sunderland,eng,29,D(LR),183,77,23(1),2033,1,1,8,-,0.6,71.5,2.5,-,3.2,1.3,1.3,0.1,2.7,1.2,0.7,-,0.5,0.5,0.6,0.1,0.5,0.6,23.7,0.2,0.8,-
Yann M'Vila,Sunderland,fr,26,M(C),182,80,36(1),3189,1,4,1,-,0.8,81.4,1.2,2,2.7,2.3,0.5,0.1,3,1.4,0.2,-,1.2,0.4,1.2,-,0.7,0.5,45.3,0.5,2.8,0.1
Vito Mannone,Sunderland,it,28,GK,188,80,19,1710,-,-,2,-,-,39.9,0.4,-,-,-,-,-,1.2,0.1,-,-,-,-,0.2,-,-,-,29.4,-,7.8,-
Duncan Watmore,Sunderland,eng,22,Forward,175,72,7(16),911,3,1,-,-,0.6,74.4,0.2,-,0.3,0.1,0.2,-,0.2,0.3,-,-,0.5,1.1,0.7,0.4,1,1.4,6.8,0.1,0.2,-
Adam Matthews,Sunderland,wls,24,D(R),178,71,0(1),36,-,-,-,-,-,84.6,-,-,2,-,-,-,1,-,-,-,-,1,-,-,1,1,13,1,-,1
George Honeyman,Sunderland,eng,22,Midfielder,173,72,0(1),38,-,-,-,-,-,100,-,-,-,-,-,-,1,-,-,-,1,1,1,-,-,-,5,-,-,-
Jeremain Lens,Sunderland,nl,28,AM(LR),178,80,14(6),1295,3,3,3,1,1.3,67.5,1.1,1,1.8,0.2,1.4,-,0.5,1.2,-,-,0.9,1.3,1.6,0.2,1.8,1.9,19.3,0.7,0.7,0.1
Costel Pantilimon,Sunderland,ro,29,GK,203,96,17,1530,-,-,3,-,-,45.3,0.2,1,-,-,0.1,-,0.6,0.1,-,-,0.1,-,0.1,-,-,-,29.2,-,8.7,-
Steven Fletcher,Sunderland,sct,29,FW,186,76,11(5),1017,4,-,-,-,1.6,61.7,4,1,0.7,0.2,1.2,-,0.4,0.3,0.1,-,0.5,0.4,1.1,0.5,1.9,1.7,18.1,-,0.3,0.1
Thomas Robson,Sunderland,eng,21,Defender,178,75,1,90,-,-,-,-,-,69.4,2,-,4,1,-,-,3,1,-,-,-,2,1,-,1,-,36,-,3,-
Wahbi Khazri,Sunderland,tn,25,M(CLR),182,76,13(1),1078,2,1,3,-,1.7,73.8,0.4,1,1.9,1,1.3,0.1,0.6,2.2,-,-,1.9,1.4,0.9,0.4,1.9,1.6,23.4,1.9,1.3,-
Rees Greenwood,Sunderland,eng,19,Midfielder,173,68,1,52,-,-,-,-,-,91.3,-,-,1,2,1,-,-,-,-,-,1,1,-,-,-,2,23,-,1,-
Danny Graham,Sunderland,eng,31,FW,183,87,4(6),360,-,-,-,-,0.4,55.7,1.1,-,0.1,0.5,0.8,-,0.6,0.3,0.3,-,-,-,0.6,0.1,0.6,0.8,8.8,-,0.3,-
DeAndre Yedlin,Sunderland,us,23,D(R),173,73,21(2),1813,-,1,2,-,0.2,67.6,1,-,1.7,1.1,0.9,0.3,3.9,0.6,0.6,-,0.5,1,0.5,-,0.3,1,22.5,0.3,0.9,-
Sebastian Larsson,Sunderland,se,31,M(CR),178,70,6(12),548,-,1,2,-,0.4,75.4,0.3,-,0.7,0.6,0.5,-,0.6,0.9,-,-,0.4,0.2,0.3,-,0.2,0.2,13.1,0.3,0.6,0.1
Lamine Koné,Sunderland,fr,27,D(C),186,83,15,1315,2,1,-,-,0.7,62.6,3.3,2,1.8,2.1,0.3,0.9,9.2,0.4,0.7,-,0.3,0.3,0.3,0.1,0.2,0.4,26.7,-,2,-
Jordan Pickford,Sunderland,eng,22,GK,185,77,2,180,-,-,-,-,-,31.4,0.5,-,-,-,-,-,0.5,-,-,-,-,-,0.5,-,-,-,35,-,10.5,-
Fabio Borini,Sunderland,it,25,"AM(LR),FW",178,73,22(4),1899,5,2,6,-,1.8,71.6,1,-,0.9,0.8,1.2,-,1.2,1.2,0.1,-,0.7,0.9,1.9,0.1,1.7,1.8,21.2,0.2,1.1,-
Ola Toivonen,Sunderland,se,30,"AM(C),FW",191,75,9(3),665,-,2,1,-,0.6,73.2,2.2,-,0.8,0.7,0.8,-,0.5,1,0.1,-,0.7,-,0.7,-,0.1,0.4,21.2,-,0.6,-
Jordi Gómez,Sunderland,es,31,M(CLR),178,74,5(1),356,-,-,-,-,0.3,85.9,0.5,-,1.5,1,0.7,-,1.2,0.7,0.5,-,0.3,0.2,0.8,-,0.3,0.5,26,0.5,1.3,-
Younes Kaboul,Sunderland,fr,30,D(C),182,75,22(1),2009,-,1,3,1,0.5,68.4,3.4,-,1.9,2.3,0.7,0.3,8.6,0.5,0.9,-,0.3,0.7,0.4,-,0.3,0.3,28.3,0.1,2.2,-
Dame N'Doye,Sunderland,sn,31,FW,186,81,5(6),568,1,-,2,-,0.8,68.8,1.9,-,1.1,0.6,1.8,-,0.5,0.7,0.2,-,0.4,0.5,1.8,0.5,0.5,1.5,17.2,0.2,0.8,0.1
Adam Johnson,Sunderland,eng,29,M(CLR),175,63,11(8),1144,2,5,3,-,0.8,77,0.1,-,0.5,0.5,0.4,-,0.4,0.5,0.1,-,1.5,0.7,0.6,0.1,1,1.2,29.6,0.9,3,0.2
Jermain Defoe,Sunderland,eng,33,"AM(R),FW",171,65,28(5),2550,15,1,3,-,2.6,75.8,0.2,2,0.5,0.1,0.5,-,0.1,0.2,-,-,0.7,0.5,1.1,1.3,1.3,1.5,12.9,0.1,0.3,-
Sebastián Coates,Sunderland,uy,25,D(C),196,85,14(2),1229,-,1,4,-,0.4,70.7,1.7,1,2.8,2.6,1.1,0.6,5.6,1.2,0.6,1,0.1,0.4,0.1,-,0.1,0.2,23.7,-,1.8,-
Fraser Forster,Southampton,eng,28,GK,201,93,18,1620,-,-,-,-,-,50.8,0.1,1,-,-,-,-,0.7,0.1,-,-,-,0.1,-,-,-,-,25.5,-,9.4,-
Jordy Clasie,Southampton,nl,25,DMC,169,66,20(2),1554,-,-,5,-,0.6,81.5,0.4,-,1.9,2.5,0.8,-,1.3,1.8,0.2,-,0.6,0.2,0.4,-,0.5,0.5,34.9,0.3,2.3,-
Steven Caulker,Southampton,eng,24,D(C),191,76,1(2),145,-,-,-,-,0.7,72.9,1.3,-,0.7,1.7,-,0.3,4.7,0.3,0.7,-,0.3,-,0.3,-,-,0.7,19.7,-,0.3,-
Charlie Austin,Southampton,eng,27,FW,188,84,2(5),208,1,-,-,-,1.1,64,1.3,-,0.7,-,0.4,-,1,0.4,-,-,0.1,0.1,1,0.3,1,0.6,7.1,0.1,0.1,-
Paulo Gazzaniga,Southampton,es,24,GK,196,90,2,180,-,-,-,-,-,57.4,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,27,-,10,-
Oriol Romeu,Southampton,es,24,DMC,183,83,17(12),1609,1,-,7,-,1,85,0.9,-,2.7,1.4,1,-,1.1,1.3,0.4,-,0.4,0.6,0.5,-,0.5,0.4,28.7,-,2,0.1
Jay Rodriguez,Southampton,eng,27,"AM(CLR),FW",185,80,3(9),347,-,-,1,-,1.4,77.7,0.6,-,0.4,0.2,0.3,0.1,0.2,0.3,0.1,-,0.3,0.4,0.1,0.3,0.3,1,7.8,0.2,0.1,0.1
José Fonte,Southampton,pt,32,D(C),187,81,37,3169,2,1,4,1,0.5,84,2.5,-,1.4,2.2,0.6,0.5,6.1,0.5,0.9,-,0.1,0.1,0.3,-,0.2,0.2,43.8,0.1,3.7,-
Kelvin Davis,Southampton,eng,39,GK,185,74,1,90,-,-,-,-,-,37.5,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,24,-,3,-
Maya Yoshida,Southampton,jp,28,D(CR),189,78,10(10),1016,1,-,-,-,0.1,79.6,1.1,1,0.7,1.6,0.4,0.2,3.4,0.3,0.5,-,-,-,0.4,-,0.3,0.3,24.3,0.1,2.2,-
Steven Davis,Southampton,nir,31,M(CLR),173,70,31(3),2612,5,3,4,-,0.6,83.5,0.4,1,1.6,1.2,0.6,-,1.1,1.2,0.3,-,1.6,0.6,0.5,0.1,1.4,1,44.2,1.1,2.4,0.1
Harrison Reed,Southampton,eng,21,DMC,181,72,0(1),10,-,-,-,-,-,77.8,1,-,1,-,-,-,-,-,-,-,-,-,-,-,1,2,9,-,-,-
Victor Wanyama,Southampton,ke,25,DMC,188,76,29(1),2501,1,1,4,3,1,82.4,2.1,1,3.1,2.3,1.7,-,2.1,1.2,0.2,-,0.5,0.8,0.9,-,0.8,0.9,45.1,-,2.7,-
James Ward-Prowse,Southampton,eng,21,M(CR),173,66,14(19),1534,2,4,5,-,0.8,83.5,0.3,-,0.4,0.7,0.6,-,1.1,0.6,0.2,-,1,0.2,0.2,-,0.5,0.4,21.2,0.8,0.8,-
Shane Long,Southampton,ie,29,"AM(R),FW",178,70,23(5),2111,10,4,2,-,2.3,66.4,2.9,1,0.5,0.7,1.5,-,0.8,0.6,0.1,-,1.2,0.4,1.4,0.9,1.5,2.3,21.3,0.3,0.1,0.1
Dusan Tadic,Southampton,rs,27,AM(CLR),181,76,27(7),2293,7,12,2,-,1.7,73.4,0.3,1,1.1,0.7,0.7,-,0.5,0.7,0.1,-,2.2,1.1,1,0.3,1.8,1.5,25.6,1.4,0.8,0.1
